"Date","Region","Province","AgeGroup","Gender","PartlyVaccinated","FullyVaccinated"
"2021-01-20","Flanders","NA","NA","NA",13780,418
"2021-01-20","Wallonia","NA","NA","NA",5207,0
"2021-01-21","Brussels","NA","NA","NA",1010,0
"2021-01-21","Flanders","NA","NA","NA",19483,0
"2021-01-21","Wallonia","NA","NA","NA",8773,0
"2021-01-22","Brussels","NA","NA","NA",881,1
"2021-01-22","Flanders","NA","NA","NA",21731,29
"2021-01-22","Wallonia","NA","NA","NA",5897,1
"2021-01-23","Brussels","NA","NA","NA",151,0
"2021-01-23","Flanders","NA","NA","NA",7235,7
"2021-01-23","Wallonia","NA","NA","NA",458,0
"2021-01-24","Brussels","NA","NA","NA",4,0
"2021-01-24","Flanders","NA","NA","NA",1737,0
"2021-01-24","Wallonia","NA","NA","NA",104,0
"2021-01-25","Brussels","NA","NA","NA",289,0
"2021-01-25","Flanders","NA","NA","NA",8574,0
"2021-01-25","Wallonia","NA","NA","NA",1883,0
"2021-01-26","Brussels","NA","NA","NA",443,667
"2021-01-26","Flanders","NA","NA","NA",6466,38
"2021-01-26","Wallonia","NA","NA","NA",3090,669
"2021-01-27","Brussels","NA","NA","NA",807,777
"2021-01-27","Flanders","NA","NA","NA",8661,765
"2021-01-27","Wallonia","NA","NA","NA",3249,1540
"2021-01-28","Brussels","NA","NA","NA",703,809
"2021-01-28","Flanders","NA","NA","NA",9773,2046
"2021-01-28","Wallonia","NA","NA","NA",4060,4142
"2021-01-29","Brussels","NA","NA","NA",703,937
"2021-01-29","Flanders","NA","NA","NA",6864,2636
"2021-01-29","Wallonia","NA","NA","NA",3432,4140
"2021-01-30","Brussels","NA","NA","NA",28,30
"2021-01-30","Flanders","NA","NA","NA",1404,2653
"2021-01-30","Wallonia","NA","NA","NA",103,94
"2021-01-31","Brussels","NA","NA","NA",8,4
"2021-01-31","Flanders","NA","NA","NA",509,243
"2021-01-31","Wallonia","NA","NA","NA",46,81
"2021-02-01","Brussels","NA","NA","NA",174,6
"2021-02-01","Flanders","NA","NA","NA",2876,3149
"2021-02-01","Wallonia","NA","NA","NA",527,157
"2021-02-02","Brussels","NA","NA","NA",497,687
"2021-02-02","Flanders","NA","NA","NA",5492,6617
"2021-02-02","Wallonia","NA","NA","NA",3134,5102
"2021-02-03","Brussels","NA","NA","NA",993,2537
"2021-02-03","Flanders","NA","NA","NA",4407,9063
"2021-02-03","Wallonia","NA","NA","NA",3586,6528
"2021-02-04","Brussels","NA","NA","NA",615,1703
"2021-02-04","Flanders","NA","NA","NA",3667,12477
"2021-02-04","Wallonia","NA","NA","NA",3969,7340
"2021-02-05","Brussels","NA","NA","NA",474,866
"2021-02-05","Flanders","NA","NA","NA",2695,13258
"2021-02-05","Wallonia","NA","NA","NA",3476,5657
"2021-02-06","Brussels","NA","NA","NA",98,16
"2021-02-06","Flanders","NA","NA","NA",690,4027
"2021-02-06","Wallonia","NA","NA","NA",139,462
"2021-02-07","Brussels","NA","NA","NA",24,0
"2021-02-07","Flanders","NA","NA","NA",259,2416
"2021-02-07","Wallonia","NA","NA","NA",2,15
"2021-02-08","Brussels","NA","NA","NA",160,85
"2021-02-08","Flanders","NA","NA","NA",768,5248
"2021-02-08","Wallonia","NA","NA","NA",409,510
"2021-02-09","Brussels","NA","NA","NA",292,733
"2021-02-09","Flanders","NA","NA","NA",2320,6892
"2021-02-09","Wallonia","NA","NA","NA",2490,4991
"2021-02-10","Brussels","NA","NA","NA",42,471
"2021-02-10","Flanders","NA","NA","NA",982,4693
"2021-02-10","Wallonia","NA","NA","NA",1247,1560
