"Date","Region","Province","AgeGroup","Gender","PartlyVaccinated","FullyVaccinated"
"2021-01-23","Flanders","NA","NA","NA",6984,7
"2021-01-23","Wallonia","NA","NA","NA",447,0
"2021-01-24","Brussels","NA","NA","NA",4,0
"2021-01-24","Flanders","NA","NA","NA",1737,0
"2021-01-24","Wallonia","NA","NA","NA",104,0
"2021-01-25","Brussels","NA","NA","NA",284,0
"2021-01-25","Flanders","NA","NA","NA",8280,0
"2021-01-25","Wallonia","NA","NA","NA",1874,0
"2021-01-26","Brussels","NA","NA","NA",446,652
"2021-01-26","Flanders","NA","NA","NA",6275,37
"2021-01-26","Wallonia","NA","NA","NA",3097,668
"2021-01-27","Brussels","NA","NA","NA",593,714
"2021-01-27","Flanders","NA","NA","NA",8605,758
"2021-01-27","Wallonia","NA","NA","NA",3080,1536
"2021-01-28","Brussels","NA","NA","NA",677,808
"2021-01-28","Flanders","NA","NA","NA",9403,1900
"2021-01-28","Wallonia","NA","NA","NA",3893,4124
"2021-01-29","Brussels","NA","NA","NA",664,928
"2021-01-29","Flanders","NA","NA","NA",6479,2633
"2021-01-29","Wallonia","NA","NA","NA",3244,4016
"2021-01-30","Brussels","NA","NA","NA",27,30
"2021-01-30","Flanders","NA","NA","NA",1354,2158
"2021-01-30","Wallonia","NA","NA","NA",103,91
"2021-01-31","Brussels","NA","NA","NA",8,4
"2021-01-31","Flanders","NA","NA","NA",509,243
"2021-01-31","Wallonia","NA","NA","NA",46,59
"2021-02-01","Brussels","NA","NA","NA",97,6
"2021-02-01","Flanders","NA","NA","NA",2835,2935
"2021-02-01","Wallonia","NA","NA","NA",458,157
"2021-02-02","Brussels","NA","NA","NA",316,388
"2021-02-02","Flanders","NA","NA","NA",4852,5703
"2021-02-02","Wallonia","NA","NA","NA",2984,4628
"2021-02-03","Brussels","NA","NA","NA",547,1892
"2021-02-03","Flanders","NA","NA","NA",3696,7149
"2021-02-03","Wallonia","NA","NA","NA",2843,5693
"2021-02-04","Brussels","NA","NA","NA",158,1230
"2021-02-04","Flanders","NA","NA","NA",1224,6686
"2021-02-04","Wallonia","NA","NA","NA",1208,4365
