"Date","Region","Province","AgeGroup","Gender","PartlyVaccinated","FullyVaccinated"
"2021-01-20","Flanders","NA","NA","NA",13764,418
"2021-01-20","Wallonia","NA","NA","NA",5195,0
"2021-01-21","Brussels","NA","NA","NA",1010,0
"2021-01-21","Flanders","NA","NA","NA",19481,0
"2021-01-21","Wallonia","NA","NA","NA",8774,0
"2021-01-22","Brussels","NA","NA","NA",881,1
"2021-01-22","Flanders","NA","NA","NA",21728,29
"2021-01-22","Wallonia","NA","NA","NA",5895,1
"2021-01-23","Brussels","NA","NA","NA",151,0
"2021-01-23","Flanders","NA","NA","NA",7234,7
"2021-01-23","Wallonia","NA","NA","NA",458,0
"2021-01-24","Brussels","NA","NA","NA",4,0
"2021-01-24","Flanders","NA","NA","NA",1737,0
"2021-01-24","Wallonia","NA","NA","NA",104,0
"2021-01-25","Brussels","NA","NA","NA",289,0
"2021-01-25","Flanders","NA","NA","NA",8549,0
"2021-01-25","Wallonia","NA","NA","NA",1883,0
"2021-01-26","Brussels","NA","NA","NA",443,652
"2021-01-26","Flanders","NA","NA","NA",6466,37
"2021-01-26","Wallonia","NA","NA","NA",3089,668
"2021-01-27","Brussels","NA","NA","NA",807,777
"2021-01-27","Flanders","NA","NA","NA",8647,765
"2021-01-27","Wallonia","NA","NA","NA",3249,1540
"2021-01-28","Brussels","NA","NA","NA",701,809
"2021-01-28","Flanders","NA","NA","NA",9772,2046
"2021-01-28","Wallonia","NA","NA","NA",4060,4142
"2021-01-29","Brussels","NA","NA","NA",703,937
"2021-01-29","Flanders","NA","NA","NA",6841,2636
"2021-01-29","Wallonia","NA","NA","NA",3422,4127
"2021-01-30","Brussels","NA","NA","NA",28,30
"2021-01-30","Flanders","NA","NA","NA",1401,2519
"2021-01-30","Wallonia","NA","NA","NA",103,93
"2021-01-31","Brussels","NA","NA","NA",8,4
"2021-01-31","Flanders","NA","NA","NA",509,243
"2021-01-31","Wallonia","NA","NA","NA",46,81
"2021-02-01","Brussels","NA","NA","NA",174,6
"2021-02-01","Flanders","NA","NA","NA",2876,3121
"2021-02-01","Wallonia","NA","NA","NA",527,157
"2021-02-02","Brussels","NA","NA","NA",497,687
"2021-02-02","Flanders","NA","NA","NA",5301,6617
"2021-02-02","Wallonia","NA","NA","NA",3133,5102
"2021-02-03","Brussels","NA","NA","NA",989,2537
"2021-02-03","Flanders","NA","NA","NA",4359,9009
"2021-02-03","Wallonia","NA","NA","NA",3582,6526
"2021-02-04","Brussels","NA","NA","NA",609,1664
"2021-02-04","Flanders","NA","NA","NA",3653,12273
"2021-02-04","Wallonia","NA","NA","NA",3530,7131
"2021-02-05","Brussels","NA","NA","NA",403,719
"2021-02-05","Flanders","NA","NA","NA",2647,13029
"2021-02-05","Wallonia","NA","NA","NA",3383,5493
"2021-02-06","Brussels","NA","NA","NA",98,16
"2021-02-06","Flanders","NA","NA","NA",683,3920
"2021-02-06","Wallonia","NA","NA","NA",139,458
"2021-02-07","Brussels","NA","NA","NA",24,0
"2021-02-07","Flanders","NA","NA","NA",255,2345
"2021-02-07","Wallonia","NA","NA","NA",2,15
"2021-02-08","Brussels","NA","NA","NA",160,85
"2021-02-08","Flanders","NA","NA","NA",731,4988
"2021-02-08","Wallonia","NA","NA","NA",409,510
"2021-02-09","Brussels","NA","NA","NA",124,563
"2021-02-09","Flanders","NA","NA","NA",1637,4329
"2021-02-09","Wallonia","NA","NA","NA",1388,3620
