DATE,TYPE,REGION,VIALS,DOSES_PER_VIAL,DOSES,MAX_DOSES_PER_VIAL,MAX_DOSES
2021-02-10,AstraZeneca,Flanders,3320,10,33200,10,33200
2021-02-10,AstraZeneca,Wallonia,1800,10,18000,10,18000
2021-02-10,AstraZeneca,Brussels,580,10,5800,10,5800
2021-02-10,AstraZeneca,Ostbelgien,30,10,300,10,300
2021-02-10,AstraZeneca,Stock,30,10,300,10,300
2021-02-15,Pfizer/BioNTech,Stock,390,6,2340,6,2340
2021-02-15,Pfizer/BioNTech,Flanders,8970,6,53820,6,53820
2021-02-15,Pfizer/BioNTech,Wallonia,3900,6,23400,6,23400
2021-02-15,Pfizer/BioNTech,Brussels,1560,6,9360,6,9360
2021-02-16,Pfizer/BioNTech,Flanders,2730,6,16380,6,16380
2021-02-16,Pfizer/BioNTech,Wallonia,1560,6,9360,6,9360
2021-02-16,Pfizer/BioNTech,Brussels,390,6,2340,6,2340
2021-02-17,AstraZeneca,Flanders,5540,10,55400,10,55400
2021-02-17,AstraZeneca,Wallonia,3000,10,30000,10,30000
2021-02-17,AstraZeneca,Brussels,970,10,9700,10,9700
2021-02-17,AstraZeneca,Ostbelgien,60,10,600,10,600
2021-02-17,AstraZeneca,Stock,30,10,300,10,300
2021-02-22,Pfizer/BioNTech,Stock,1560,6,9360,6,9360
2021-02-22,Pfizer/BioNTech,Flanders,7605,6,45630,6,45630
2021-02-22,Pfizer/BioNTech,Wallonia,3705,6,22230,6,22230
2021-02-22,Pfizer/BioNTech,Brussels,1950,6,11700,6,11700
2021-02-23,Pfizer/BioNTech,Flanders,2535,6,15210,6,15210
2021-02-23,Pfizer/BioNTech,Wallonia,1755,6,10530,6,10530
2021-02-23,Pfizer/BioNTech,Brussels,780,6,4680,6,4680
2021-02-23,Pfizer/BioNTech,Ostbelgien,195,6,1170,6,1170
2021-02-24,AstraZeneca,Flanders,5010,10,50100,10,50100
2021-02-25,Moderna,Flanders,2610,10,26100,10,26100
2021-02-25,Moderna,Wallonia,1470,10,14700,10,14700
2021-02-25,Moderna,Brussels,700,10,7000,10,7000
2021-02-25,Moderna,Stock,20,10,200,10,200
2021-03-01,Pfizer/BioNTech,Stock,1365,6,8190,6,8190
2021-03-01,Pfizer/BioNTech,Flanders,6630,6,39780,6,39780
2021-03-01,Pfizer/BioNTech,Wallonia,4095,6,24570,6,24570
2021-03-01,Pfizer/BioNTech,Brussels,1950,6,11700,6,11700
2021-03-02,Pfizer/BioNTech,Flanders,3120,6,18720,6,18720
2021-03-02,Pfizer/BioNTech,Wallonia,1365,6,8190,6,8190
2021-03-02,Pfizer/BioNTech,Brussels,585,6,3510,6,3510
2021-03-03,AstraZeneca,Flanders,7210,10,72100,10,72100
2021-03-03,AstraZeneca,Wallonia,3900,10,39000,10,39000
2021-03-03,AstraZeneca,Brussels,1270,10,12700,10,12700
2021-03-03,AstraZeneca,Ostbelgien,80,10,800,10,800
2021-03-03,AstraZeneca,Stock,20,10,200,10,200
2021-03-08,Pfizer/BioNTech,Stock,1170,6,7020,6,7020
2021-03-08,Pfizer/BioNTech,Flanders,7605,6,45630,6,45630
2021-03-08,Pfizer/BioNTech,Wallonia,3315,6,19890,6,19890
2021-03-08,Pfizer/BioNTech,Brussels,2145,6,12870,6,12870
2021-03-09,Pfizer/BioNTech,Flanders,2145,6,12870,6,12870
2021-03-09,Pfizer/BioNTech,Wallonia,2535,6,15210,6,15210
2021-03-09,Pfizer/BioNTech,Brussels,585,6,3510,6,3510
2021-03-10,AstraZeneca,Flanders,3260,10,32600,10,32600
2021-03-10,AstraZeneca,Wallonia,1760,10,17600,10,17600
2021-03-10,AstraZeneca,Brussels,570,10,5700,10,5700
2021-03-10,AstraZeneca,Ostbelgien,40,10,400,10,400
2021-03-10,AstraZeneca,Other,360,10,3600,10,3600
2021-03-10,AstraZeneca,Stock,10,10,100,10,100
2021-03-12,Moderna,Flanders,3520,10,35200,10,35200
2021-03-12,Moderna,Wallonia,1970,10,19700,10,19700
2021-03-12,Moderna,Brussels,860,10,8600,10,8600
2021-03-12,Moderna,Ostbelgien,10,10,100,10,100
2021-03-15,Pfizer/BioNTech,Stock,1560,6,9360,6,9360
2021-03-15,Pfizer/BioNTech,Flanders,6630,6,39780,6,39780
2021-03-15,Pfizer/BioNTech,Wallonia,3900,6,23400,6,23400
2021-03-15,Pfizer/BioNTech,Brussels,1560,6,9360,6,9360
2021-03-16,Pfizer/BioNTech,Flanders,3900,6,23400,6,23400
2021-03-16,Pfizer/BioNTech,Wallonia,1560,6,9360,6,9360
2021-03-16,Pfizer/BioNTech,Brussels,390,6,2340,6,2340
