"DATE","NEW_IN","AVERAGE"
"2022-05-29",34,63.714285714285715
"2022-05-30",38,60.142857142857146
"2022-05-31",66,56.285714285714285
"2022-06-01",61,54
"2022-06-02",55,52
"2022-06-03",54,52.285714285714285
"2022-06-04",51,51.285714285714285
"2022-06-05",37,51.714285714285715
"2022-06-06",47,53
"2022-06-07",59,52
"2022-06-08",71,53.42857142857143
"2022-06-09",68,55.285714285714285
"2022-06-10",63,56.57142857142857
"2022-06-11",61,58
"2022-06-12",46,59.285714285714285
"2022-06-13",57,60.714285714285715
"2022-06-14",81,63.857142857142854
"2022-06-15",78,64.85714285714286
"2022-06-16",80,66.57142857142857
"2022-06-17",61,66.28571428571429
"2022-06-18",84,69.57142857142857
"2022-06-19",71,73.14285714285714
"2022-06-20",80,76.42857142857143
"2022-06-21",130,83.42857142857143
"2022-06-22",97,86.14285714285714
"2022-06-23",95,88.28571428571429
"2022-06-24",108,95
"2022-06-25",112,99
"2022-06-26",78,100
"2022-06-27",94,102
"2022-06-28",118,100.28571428571429
"2022-06-29",130,105
"2022-06-30",123,109
"2022-07-01",133,112.57142857142857
"2022-07-02",137,116.14285714285714
"2022-07-03",103,119.71428571428571
"2022-07-04",102,120.85714285714286
"2022-07-05",173,128.71428571428572
"2022-07-06",158,132.71428571428572
"2022-07-07",168,139.14285714285714
"2022-07-08",156,142.42857142857142
"2022-07-09",128,141.14285714285714
"2022-07-10",125,144.28571428571428
"2022-07-11",140,149.71428571428572
"2022-07-12",215,155.71428571428572
"2022-07-13",159,155.85714285714286
"2022-07-14",182,157.85714285714286
"2022-07-15",156,157.85714285714286
"2022-07-16",179,165.14285714285714
"2022-07-17",141,167.42857142857142
"2022-07-18",117,164.14285714285714
"2022-07-19",183,159.57142857142858
"2022-07-20",184,163.14285714285714
"2022-07-21",166,160.85714285714286
"2022-07-22",148,159.71428571428572
"2022-07-23",166,157.85714285714286
"2022-07-24",135,157
"2022-07-25",149,161.57142857142858
"2022-07-26",188,162.28571428571428
"2022-07-27",130,154.57142857142858
"2022-07-28",135,150.14285714285714
"2022-07-29",106,144.14285714285714
"2022-07-30",124,138.14285714285714
"2022-07-31",101,133.28571428571428
"2022-08-01",120,129.14285714285714
"2022-08-02",153,124.14285714285714
"2022-08-03",114,121.85714285714286
"2022-08-04",115,119
"2022-08-05",117,120.57142857142857
"2022-08-06",91,115.85714285714286
"2022-08-07",86,113.71428571428571
"2022-08-08",71,106.71428571428571
"2022-08-09",125,102.71428571428571
"2022-08-10",107,101.71428571428571
"2022-08-11",95,98.85714285714286
"2022-08-12",101,96.57142857142857
"2022-08-13",87,96
"2022-08-14",74,94.28571428571429
"2022-08-15",76,95
"2022-08-16",74,87.71428571428571
"2022-08-17",118,89.28571428571429
"2022-08-18",83,87.57142857142857
"2022-08-19",84,85.14285714285714
"2022-08-20",79,84
"2022-08-21",42,79.42857142857143
"2022-08-22",72,78.85714285714286
"2022-08-23",80,79.71428571428571
"2022-08-24",67,72.42857142857143
"2022-08-25",75,71.28571428571429
"2022-08-26",73,69.71428571428571
"2022-08-27",48,65.28571428571429
"2022-08-28",47,66
"2022-08-29",59,64.14285714285714
"2022-08-30",61,61.42857142857143
"2022-08-31",64,61
"2022-09-01",62,59.142857142857146
"2022-09-02",59,57.142857142857146
"2022-09-03",58,58.57142857142857
"2022-09-04",51,59.142857142857146
"2022-09-05",54,58.42857142857143
"2022-09-06",70,59.714285714285715
"2022-09-07",70,60.57142857142857
"2022-09-08",55,59.57142857142857
"2022-09-09",58,59.42857142857143
"2022-09-10",46,57.714285714285715
"2022-09-11",41,56.285714285714285
"2022-09-12",61,57.285714285714285
"2022-09-13",57,55.42857142857143
"2022-09-14",73,55.857142857142854
"2022-09-15",55,55.857142857142854
"2022-09-16",63,56.57142857142857
"2022-09-17",45,56.42857142857143
"2022-09-18",28,54.57142857142857
"2022-09-19",43,52
"2022-09-20",77,54.857142857142854
"2022-09-21",70,54.42857142857143
"2022-09-22",86,58.857142857142854
"2022-09-23",66,59.285714285714285
"2022-09-24",99,67
"2022-09-25",46,69.57142857142857
"2022-09-26",70,73.42857142857143
"2022-09-27",102,77
"2022-09-28",101,81.42857142857143
"2022-09-29",102,83.71428571428571
"2022-09-30",116,90.85714285714286
"2022-10-01",99,90.85714285714286
"2022-10-02",61,93
"2022-10-03",80,94.42857142857143
"2022-10-04",140,99.85714285714286
"2022-10-05",115,101.85714285714286
"2022-10-06",119,104.28571428571429
"2022-10-07",130,106.28571428571429
"2022-10-08",120,109.28571428571429
"2022-10-09",68,110.28571428571429
"2022-10-10",90,111.71428571428571
"2022-10-11",128,110
"2022-10-12",121,110.85714285714286
"2022-10-13",122,111.28571428571429
"2022-10-14",124,110.42857142857143
"2022-10-15",103,108
"2022-10-16",54,106
"2022-10-17",106,108.28571428571429
"2022-10-18",161,113
"2022-10-19",114,112
"2022-10-20",116,111.14285714285714
"2022-10-21",110,109.14285714285714
"2022-10-22",85,106.57142857142857
"2022-10-23",55,106.71428571428571
"2022-10-24",78,102.71428571428571
"2022-10-25",100,94
"2022-10-26",80,89.14285714285714
"2022-10-27",74,83.14285714285714
"2022-10-28",76,78.28571428571429
"2022-10-29",61,74.85714285714286
"2022-10-30",43,73.14285714285714
"2022-10-31",40,67.71428571428571
"2022-11-01",53,61
"2022-11-02",56,57.57142857142857
"2022-11-03",58,55.285714285714285
"2022-11-04",50,51.57142857142857
"2022-11-05",52,50.285714285714285
"2022-11-06",35,49.142857142857146
"2022-11-07",41,49.285714285714285
"2022-11-08",61,50.42857142857143
"2022-11-09",81,54
"2022-11-10",68,55.42857142857143
"2022-11-11",47,55
"2022-11-12",40,53.285714285714285
"2022-11-13",25,51.857142857142854
"2022-11-14",51,53.285714285714285
"2022-11-15",38,50
"2022-11-16",46,45
"2022-11-17",52,42.714285714285715
"2022-11-18",68,45.714285714285715
"2022-11-19",41,45.857142857142854
"2022-11-20",34,47.142857142857146
"2022-11-21",36,45
"2022-11-22",71,49.714285714285715
"2022-11-23",58,51.42857142857143
"2022-11-24",74,54.57142857142857
"2022-11-25",76,55.714285714285715
"2022-11-26",63,58.857142857142854
"2022-11-27",38,59.42857142857143
"2022-11-28",61,63
"2022-11-29",99,67
"2022-11-30",78,69.85714285714286
"2022-12-01",84,71.28571428571429
"2022-12-02",70,70.42857142857143
"2022-12-03",78,72.57142857142857
"2022-12-04",63,76.14285714285714
"2022-12-05",70,77.42857142857143
"2022-12-06",112,79.28571428571429
"2022-12-07",83,80
"2022-12-08",109,83.57142857142857
"2022-12-09",103,88.28571428571429
"2022-12-10",116,93.71428571428571
"2022-12-11",73,95.14285714285714
"2022-12-12",98,99.14285714285714
"2022-12-13",130,101.71428571428571
"2022-12-14",139,109.71428571428571
"2022-12-15",142,114.42857142857143
"2022-12-16",158,122.28571428571429
"2022-12-17",133,124.71428571428571
"2022-12-18",90,127.14285714285714
"2022-12-19",93,126.42857142857143
"2022-12-20",153,129.71428571428572
"2022-12-21",176,135
"2022-12-22",134,133.85714285714286
"2022-12-23",163,134.57142857142858
"2022-12-24",100,129.85714285714286
"2022-12-25",113,133.14285714285714
"2022-12-26",94,133.28571428571428
"2022-12-27",131,130.14285714285714
"2022-12-28",158,127.57142857142857
"2022-12-29",140,128.42857142857142
"2022-12-30",114,121.42857142857143
"2022-12-31",108,122.57142857142857
"2023-01-01",56,114.42857142857143
"2023-01-02",74,111.57142857142857
"2023-01-03",93,106.14285714285714
"2023-01-04",92,96.71428571428571
"2023-01-05",78,87.85714285714286
"2023-01-06",60,80.14285714285714
"2023-01-07",77,75.71428571428571
"2023-01-08",43,73.85714285714286
"2023-01-09",54,71
"2023-01-10",76,68.57142857142857
"2023-01-11",71,65.57142857142857
"2023-01-12",47,61.142857142857146
"2023-01-13",53,60.142857142857146
"2023-01-14",56,57.142857142857146
"2023-01-15",36,56.142857142857146
"2023-01-16",50,55.57142857142857
"2023-01-17",72,55
"2023-01-18",52,52.285714285714285
"2023-01-19",34,50.42857142857143
"2023-01-20",52,50.285714285714285
"2023-01-21",40,48
"2023-01-22",26,46.57142857142857
"2023-01-23",41,45.285714285714285
"2023-01-24",60,43.57142857142857
"2023-01-25",52,43.57142857142857
"2023-01-26",44,45
"2023-01-27",58,45.857142857142854
"2023-01-28",64,49.285714285714285
"2023-01-29",37,50.857142857142854
"2023-01-30",60,53.57142857142857
"2023-01-31",69,54.857142857142854
"2023-02-01",67,57
"2023-02-02",73,61.142857142857146
"2023-02-03",57,61
"2023-02-04",66,61.285714285714285
"2023-02-05",50,63.142857142857146
"2023-02-06",57,62.714285714285715
"2023-02-07",86,65.14285714285714
"2023-02-08",82,67.28571428571429
"2023-02-09",0,56.857142857142854
"2023-02-10",0,48.714285714285715
"2023-02-11",0,39.285714285714285
"2023-02-12",0,32.142857142857146
"2023-02-13",0,24
